id,code,name,breadcrumb,level,parent_code
57435,36.01.33.2008,Paniis,"Paniis, Koroncong, Kabupaten Pandeglang, Banten",6,36.01.33
57436,36.01.33.2009,Bangkonol,"Bangkonol, Koroncong, Kabupaten Pandeglang, Banten",6,36.01.33
57437,36.01.33.2010,Pasirjaksa,"Pasirjaksa, Koroncong, Kabupaten Pandeglang, Banten",6,36.01.33
57438,36.01.33.2011,Pasirkarag,"Pasirkarag, Koroncong, Kabupaten Pandeglang, Banten",6,36.01.33
57439,36.01.33.2012,Tegalongok,"Tegalongok, Koroncong, Kabupaten Pandeglang, Banten",6,36.01.33
57440,36.01.34.1001,Sukaratu,"Sukaratu, Majasari, Kabupaten Pandeglang, Banten",5,36.01.34
57441,36.01.34.1002,Karaton,"Karaton, Majasari, Kabupaten Pandeglang, Banten",5,36.01.34
57442,36.01.34.1003,Saruni,"Saruni, Majasari, Kabupaten Pandeglang, Banten",5,36.01.34
57443,36.01.34.1004,Pagerbatu,"Pagerbatu, Majasari, Kabupaten Pandeglang, Banten",5,36.01.34
57444,36.01.34.1005,Cilaja,"Cilaja, Majasari, Kabupaten Pandeglang, Banten",5,36.01.34
57445,36.01.35.2001,Cimanis,"Cimanis, Sobang, Kabupaten Pandeglang, Banten",6,36.01.35
57446,36.01.35.2002,Teluklada,"Teluklada, Sobang, Kabupaten Pandeglang, Banten",6,36.01.35
57447,36.01.35.2003,Kertaraharja,"Kertaraharja, Sobang, Kabupaten Pandeglang, Banten",6,36.01.35
57448,36.01.35.2004,Bojen,"Bojen, Sobang, Kabupaten Pandeglang, Banten",6,36.01.35
57449,36.01.35.2005,Kutamekar,"Kutamekar, Sobang, Kabupaten Pandeglang, Banten",6,36.01.35
57450,36.01.35.2006,Sobang,"Sobang, Sobang, Kabupaten Pandeglang, Banten",6,36.01.35
57451,36.01.35.2007,Pangkalan,"Pangkalan, Sobang, Kabupaten Pandeglang, Banten",6,36.01.35
57452,36.01.35.2008,Bojenwetan,"Bojenwetan, Sobang, Kabupaten Pandeglang, Banten",6,36.01.35
57453,36.02.01.2002,Cilangkahan,"Cilangkahan, Malingping, Kabupaten Lebak, Banten",6,36.02.01
57454,36.02.01.2003,Pagelaran,"Pagelaran, Malingping, Kabupaten Lebak, Banten",6,36.02.01
57455,36.02.01.2004,Sukaraja,"Sukaraja, Malingping, Kabupaten Lebak, Banten",6,36.02.01
57456,36.02.01.2005,"Malingping Utara","Malingping Utara, Malingping, Kabupaten Lebak, Banten",6,36.02.01
57457,36.02.01.2006,Bolang,"Bolang, Malingping, Kabupaten Lebak, Banten",6,36.02.01
57458,36.02.01.2009,Cipeundeuy,"Cipeundeuy, Malingping, Kabupaten Lebak, Banten",6,36.02.01
57459,36.02.01.2013,Rahong,"Rahong, Malingping, Kabupaten Lebak, Banten",6,36.02.01
57460,36.02.01.2014,Kadujajar,"Kadujajar, Malingping, Kabupaten Lebak, Banten",6,36.02.01
57461,36.02.01.2016,Kersaratu,"Kersaratu, Malingping, Kabupaten Lebak, Banten",6,36.02.01
57462,36.02.01.2018,"Malingping Selatan","Malingping Selatan, Malingping, Kabupaten Lebak, Banten",6,36.02.01
57463,36.02.01.2019,Sumberwaras,"Sumberwaras, Malingping, Kabupaten Lebak, Banten",6,36.02.01
57464,36.02.01.2023,Sukamanah,"Sukamanah, Malingping, Kabupaten Lebak, Banten",6,36.02.01
57465,36.02.01.2024,Senanghati,"Senanghati, Malingping, Kabupaten Lebak, Banten",6,36.02.01
57466,36.02.01.2026,Sangiang,"Sangiang, Malingping, Kabupaten Lebak, Banten",6,36.02.01
57467,36.02.02.2002,Panggarangan,"Panggarangan, Panggarangan, Kabupaten Lebak, Banten",6,36.02.02
57468,36.02.02.2003,Jatake,"Jatake, Panggarangan, Kabupaten Lebak, Banten",6,36.02.02
57469,36.02.02.2004,Sogong,"Sogong, Panggarangan, Kabupaten Lebak, Banten",6,36.02.02
57470,36.02.02.2005,Cimandiri,"Cimandiri, Panggarangan, Kabupaten Lebak, Banten",6,36.02.02
57471,36.02.02.2009,Gununggede,"Gununggede, Panggarangan, Kabupaten Lebak, Banten",6,36.02.02
57472,36.02.02.2010,Situregen,"Situregen, Panggarangan, Kabupaten Lebak, Banten",6,36.02.02
57473,36.02.02.2011,Mekarjaya,"Mekarjaya, Panggarangan, Kabupaten Lebak, Banten",6,36.02.02
57474,36.02.02.2014,Sindangratu,"Sindangratu, Panggarangan, Kabupaten Lebak, Banten",6,36.02.02
57475,36.02.02.2017,Hegarmanah,"Hegarmanah, Panggarangan, Kabupaten Lebak, Banten",6,36.02.02
57476,36.02.02.2018,Sukajadi,"Sukajadi, Panggarangan, Kabupaten Lebak, Banten",6,36.02.02
57477,36.02.02.2019,Cibarengkok,"Cibarengkok, Panggarangan, Kabupaten Lebak, Banten",6,36.02.02
57478,36.02.03.2001,"Bayah Barat","Bayah Barat, Bayah, Kabupaten Lebak, Banten",6,36.02.03
57479,36.02.03.2002,Sawarna,"Sawarna, Bayah, Kabupaten Lebak, Banten",6,36.02.03
57480,36.02.03.2006,Cidikit,"Cidikit, Bayah, Kabupaten Lebak, Banten",6,36.02.03
57481,36.02.03.2007,Suwakan,"Suwakan, Bayah, Kabupaten Lebak, Banten",6,36.02.03
57482,36.02.03.2008,Cimancak,"Cimancak, Bayah, Kabupaten Lebak, Banten",6,36.02.03
57483,36.02.03.2011,Darmasari,"Darmasari, Bayah, Kabupaten Lebak, Banten",6,36.02.03
57484,36.02.03.2013,"Bayah Timur","Bayah Timur, Bayah, Kabupaten Lebak, Banten",6,36.02.03
57485,36.02.03.2014,Cisuren,"Cisuren, Bayah, Kabupaten Lebak, Banten",6,36.02.03
57486,36.02.03.2016,Pasirgombong,"Pasirgombong, Bayah, Kabupaten Lebak, Banten",6,36.02.03
57487,36.02.03.2017,"Sawarna Timur","Sawarna Timur, Bayah, Kabupaten Lebak, Banten",6,36.02.03
57488,36.02.03.2018,Pamubulan,"Pamubulan, Bayah, Kabupaten Lebak, Banten",6,36.02.03
57489,36.02.04.2002,Cipanas,"Cipanas, Cipanas, Kabupaten Lebak, Banten",6,36.02.04
57490,36.02.04.2003,Girilaya,"Girilaya, Cipanas, Kabupaten Lebak, Banten",6,36.02.04
57491,36.02.04.2004,Malangsari,"Malangsari, Cipanas, Kabupaten Lebak, Banten",6,36.02.04
57492,36.02.04.2005,Bintangresmi,"Bintangresmi, Cipanas, Kabupaten Lebak, Banten",6,36.02.04
57493,36.02.04.2006,Talagahiyang,"Talagahiyang, Cipanas, Kabupaten Lebak, Banten",6,36.02.04
57494,36.02.04.2007,Luhurjaya,"Luhurjaya, Cipanas, Kabupaten Lebak, Banten",6,36.02.04
57495,36.02.04.2008,Haurgajrug,"Haurgajrug, Cipanas, Kabupaten Lebak, Banten",6,36.02.04
57496,36.02.04.2009,Giriharja,"Giriharja, Cipanas, Kabupaten Lebak, Banten",6,36.02.04
57497,36.02.04.2010,Sukasari,"Sukasari, Cipanas, Kabupaten Lebak, Banten",6,36.02.04
57498,36.02.04.2013,Jayapura,"Jayapura, Cipanas, Kabupaten Lebak, Banten",6,36.02.04
57499,36.02.04.2014,Sipayung,"Sipayung, Cipanas, Kabupaten Lebak, Banten",6,36.02.04
57500,36.02.04.2015,Bintangsari,"Bintangsari, Cipanas, Kabupaten Lebak, Banten",6,36.02.04
57501,36.02.04.2016,Pasirhaur,"Pasirhaur, Cipanas, Kabupaten Lebak, Banten",6,36.02.04
57502,36.02.04.2020,Harumsari,"Harumsari, Cipanas, Kabupaten Lebak, Banten",6,36.02.04
57503,36.02.05.2003,Pasireurih,"Pasireurih, Muncang, Kabupaten Lebak, Banten",6,36.02.05
57504,36.02.05.2004,Ciminyak,"Ciminyak, Muncang, Kabupaten Lebak, Banten",6,36.02.05
57505,36.02.05.2005,Muncang,"Muncang, Muncang, Kabupaten Lebak, Banten",6,36.02.05
57506,36.02.05.2006,Leuwicoo,"Leuwicoo, Muncang, Kabupaten Lebak, Banten",6,36.02.05
57507,36.02.05.2007,Sindangwangi,"Sindangwangi, Muncang, Kabupaten Lebak, Banten",6,36.02.05
57508,36.02.05.2008,Cikarang,"Cikarang, Muncang, Kabupaten Lebak, Banten",6,36.02.05
57509,36.02.05.2012,Sukanagara,"Sukanagara, Muncang, Kabupaten Lebak, Banten",6,36.02.05
57510,36.02.05.2013,Pasirnangka,"Pasirnangka, Muncang, Kabupaten Lebak, Banten",6,36.02.05
57511,36.02.05.2018,Jagaraksa,"Jagaraksa, Muncang, Kabupaten Lebak, Banten",6,36.02.05
57512,36.02.05.2019,Tanjungwangi,"Tanjungwangi, Muncang, Kabupaten Lebak, Banten",6,36.02.05
57513,36.02.05.2020,Mekarwangi,"Mekarwangi, Muncang, Kabupaten Lebak, Banten",6,36.02.05
57514,36.02.05.2021,Girijagabaya,"Girijagabaya, Muncang, Kabupaten Lebak, Banten",6,36.02.05
57515,36.02.06.2001,Kanekes,"Kanekes, Leuwidamar, Kabupaten Lebak, Banten",6,36.02.06
57516,36.02.06.2002,Cisimeut,"Cisimeut, Leuwidamar, Kabupaten Lebak, Banten",6,36.02.06
57517,36.02.06.2003,Cibungur,"Cibungur, Leuwidamar, Kabupaten Lebak, Banten",6,36.02.06
57518,36.02.06.2004,Leuwidamar,"Leuwidamar, Leuwidamar, Kabupaten Lebak, Banten",6,36.02.06
57519,36.02.06.2005,Lebakparahiang,"Lebakparahiang, Leuwidamar, Kabupaten Lebak, Banten",6,36.02.06
57520,36.02.06.2006,Sangkanwangi,"Sangkanwangi, Leuwidamar, Kabupaten Lebak, Banten",6,36.02.06
57521,36.02.06.2007,Nayagati,"Nayagati, Leuwidamar, Kabupaten Lebak, Banten",6,36.02.06
57522,36.02.06.2008,Bojongmenteng,"Bojongmenteng, Leuwidamar, Kabupaten Lebak, Banten",6,36.02.06
57523,36.02.06.2009,Margawangi,"Margawangi, Leuwidamar, Kabupaten Lebak, Banten",6,36.02.06
57524,36.02.06.2010,Wantisari,"Wantisari, Leuwidamar, Kabupaten Lebak, Banten",6,36.02.06
57525,36.02.06.2011,Jalupangmulya,"Jalupangmulya, Leuwidamar, Kabupaten Lebak, Banten",6,36.02.06
57526,36.02.06.2012,"Cisimeut Raya","Cisimeut Raya, Leuwidamar, Kabupaten Lebak, Banten",6,36.02.06
57527,36.02.07.2004,Bojongmanik,"Bojongmanik, Bojongmanik, Kabupaten Lebak, Banten",6,36.02.07
57528,36.02.07.2007,Harjawana,"Harjawana, Bojongmanik, Kabupaten Lebak, Banten",6,36.02.07
57529,36.02.07.2008,Kadurahayu,"Kadurahayu, Bojongmanik, Kabupaten Lebak, Banten",6,36.02.07
57530,36.02.07.2009,Cimayang,"Cimayang, Bojongmanik, Kabupaten Lebak, Banten",6,36.02.07
57531,36.02.07.2010,Parakanbeusi,"Parakanbeusi, Bojongmanik, Kabupaten Lebak, Banten",6,36.02.07
57532,36.02.07.2012,Keboncau,"Keboncau, Bojongmanik, Kabupaten Lebak, Banten",6,36.02.07
57533,36.02.07.2014,Mekarmanik,"Mekarmanik, Bojongmanik, Kabupaten Lebak, Banten",6,36.02.07
57534,36.02.07.2016,"Mekar Rahayu","Mekar Rahayu, Bojongmanik, Kabupaten Lebak, Banten",6,36.02.07
57535,36.02.07.2017,Pasirbitung,"Pasirbitung, Bojongmanik, Kabupaten Lebak, Banten",6,36.02.07
57536,36.02.08.2001,Gunungkencana,"Gunungkencana, Gunungkencana, Kabupaten Lebak, Banten",6,36.02.08
57537,36.02.08.2002,Cimanyangray,"Cimanyangray, Gunungkencana, Kabupaten Lebak, Banten",6,36.02.08
57538,36.02.08.2003,Gunungkendeng,"Gunungkendeng, Gunungkencana, Kabupaten Lebak, Banten",6,36.02.08
57539,36.02.08.2004,Cisampang,"Cisampang, Gunungkencana, Kabupaten Lebak, Banten",6,36.02.08
57540,36.02.08.2005,Ciginggang,"Ciginggang, Gunungkencana, Kabupaten Lebak, Banten",6,36.02.08
57541,36.02.08.2006,Ciakar,"Ciakar, Gunungkencana, Kabupaten Lebak, Banten",6,36.02.08
57542,36.02.08.2007,Cicaringin,"Cicaringin, Gunungkencana, Kabupaten Lebak, Banten",6,36.02.08
57543,36.02.08.2008,Bulakan,"Bulakan, Gunungkencana, Kabupaten Lebak, Banten",6,36.02.08
57544,36.02.08.2009,Sukanegara,"Sukanegara, Gunungkencana, Kabupaten Lebak, Banten",6,36.02.08
57545,36.02.08.2010,Bojongkoneng,"Bojongkoneng, Gunungkencana, Kabupaten Lebak, Banten",6,36.02.08
57546,36.02.08.2011,Kramatjaya,"Kramatjaya, Gunungkencana, Kabupaten Lebak, Banten",6,36.02.08
57547,36.02.08.2012,"Tanjungsari Indah","Tanjungsari Indah, Gunungkencana, Kabupaten Lebak, Banten",6,36.02.08
57548,36.02.09.2001,Kerta,"Kerta, Banjarsari, Kabupaten Lebak, Banten",6,36.02.09
57549,36.02.09.2002,Bojongjuruh,"Bojongjuruh, Banjarsari, Kabupaten Lebak, Banten",6,36.02.09
57550,36.02.09.2003,Leuwiipuh,"Leuwiipuh, Banjarsari, Kabupaten Lebak, Banten",6,36.02.09
57551,36.02.09.2004,Lebakkeusik,"Lebakkeusik, Banjarsari, Kabupaten Lebak, Banten",6,36.02.09
57552,36.02.09.2005,Cilegongilir,"Cilegongilir, Banjarsari, Kabupaten Lebak, Banten",6,36.02.09
57553,36.02.09.2006,Keusik,"Keusik, Banjarsari, Kabupaten Lebak, Banten",6,36.02.09
57554,36.02.09.2007,Cibaturkeusik,"Cibaturkeusik, Banjarsari, Kabupaten Lebak, Banten",6,36.02.09
57555,36.02.09.2009,Kumpay,"Kumpay, Banjarsari, Kabupaten Lebak, Banten",6,36.02.09
57556,36.02.09.2010,Jalupanggirang,"Jalupanggirang, Banjarsari, Kabupaten Lebak, Banten",6,36.02.09
57557,36.02.09.2011,Bendungan,"Bendungan, Banjarsari, Kabupaten Lebak, Banten",6,36.02.09
57558,36.02.09.2012,Kertaraharja,"Kertaraharja, Banjarsari, Kabupaten Lebak, Banten",6,36.02.09
57559,36.02.09.2013,Cisampih,"Cisampih, Banjarsari, Kabupaten Lebak, Banten",6,36.02.09
57560,36.02.09.2014,Gunungsari,"Gunungsari, Banjarsari, Kabupaten Lebak, Banten",6,36.02.09
57561,36.02.09.2015,Tamansari,"Tamansari, Banjarsari, Kabupaten Lebak, Banten",6,36.02.09
57562,36.02.09.2016,Cidahu,"Cidahu, Banjarsari, Kabupaten Lebak, Banten",6,36.02.09
57563,36.02.09.2017,Ciruji,"Ciruji, Banjarsari, Kabupaten Lebak, Banten",6,36.02.09
57564,36.02.09.2018,Kaduhauk,"Kaduhauk, Banjarsari, Kabupaten Lebak, Banten",6,36.02.09
57565,36.02.09.2019,Labanjaya,"Labanjaya, Banjarsari, Kabupaten Lebak, Banten",6,36.02.09
57566,36.02.09.2020,Umbuljaya,"Umbuljaya, Banjarsari, Kabupaten Lebak, Banten",6,36.02.09
57567,36.02.09.2021,Kertarahayu,"Kertarahayu, Banjarsari, Kabupaten Lebak, Banten",6,36.02.09
57568,36.02.10.2001,Pasindangan,"Pasindangan, Cileles, Kabupaten Lebak, Banten",6,36.02.10
57569,36.02.10.2002,Parungkujang,"Parungkujang, Cileles, Kabupaten Lebak, Banten",6,36.02.10
57570,36.02.10.2003,Cileles,"Cileles, Cileles, Kabupaten Lebak, Banten",6,36.02.10
57571,36.02.10.2004,Cikareo,"Cikareo, Cileles, Kabupaten Lebak, Banten",6,36.02.10
57572,36.02.10.2005,Cipadang,"Cipadang, Cileles, Kabupaten Lebak, Banten",6,36.02.10
57573,36.02.10.2006,Gumuruh,"Gumuruh, Cileles, Kabupaten Lebak, Banten",6,36.02.10
57574,36.02.10.2007,Prabugantungan,"Prabugantungan, Cileles, Kabupaten Lebak, Banten",6,36.02.10
57575,36.02.10.2008,Daroyon,"Daroyon, Cileles, Kabupaten Lebak, Banten",6,36.02.10
57576,36.02.10.2009,Margamulya,"Margamulya, Cileles, Kabupaten Lebak, Banten",6,36.02.10
57577,36.02.10.2010,Mekarjaya,"Mekarjaya, Cileles, Kabupaten Lebak, Banten",6,36.02.10
57578,36.02.10.2011,Kujangsari,"Kujangsari, Cileles, Kabupaten Lebak, Banten",6,36.02.10
57579,36.02.10.2012,Banjarsari,"Banjarsari, Cileles, Kabupaten Lebak, Banten",6,36.02.10
57580,36.02.11.2001,Sarageni,"Sarageni, Cimarga, Kabupaten Lebak, Banten",6,36.02.11
57581,36.02.11.2002,Gununganten,"Gununganten, Cimarga, Kabupaten Lebak, Banten",6,36.02.11
57582,36.02.11.2003,Sudamanik,"Sudamanik, Cimarga, Kabupaten Lebak, Banten",6,36.02.11
57583,36.02.11.2004,Tambak,"Tambak, Cimarga, Kabupaten Lebak, Banten",6,36.02.11
57584,36.02.11.2005,Cimarga,"Cimarga, Cimarga, Kabupaten Lebak, Banten",6,36.02.11
57585,36.02.11.2006,Karyajaya,"Karyajaya, Cimarga, Kabupaten Lebak, Banten",6,36.02.11
57586,36.02.11.2007,Margajaya,"Margajaya, Cimarga, Kabupaten Lebak, Banten",6,36.02.11
57587,36.02.11.2008,Jayamanik,"Jayamanik, Cimarga, Kabupaten Lebak, Banten",6,36.02.11
57588,36.02.11.2009,Margaluyu,"Margaluyu, Cimarga, Kabupaten Lebak, Banten",6,36.02.11
57589,36.02.11.2010,Margatirta,"Margatirta, Cimarga, Kabupaten Lebak, Banten",6,36.02.11
57590,36.02.11.2011,Intenjaya,"Intenjaya, Cimarga, Kabupaten Lebak, Banten",6,36.02.11
57591,36.02.11.2012,Mekarjaya,"Mekarjaya, Cimarga, Kabupaten Lebak, Banten",6,36.02.11
57592,36.02.11.2013,Jayasari,"Jayasari, Cimarga, Kabupaten Lebak, Banten",6,36.02.11
57593,36.02.11.2014,Girimukti,"Girimukti, Cimarga, Kabupaten Lebak, Banten",6,36.02.11
57594,36.02.11.2015,Sangkanmanik,"Sangkanmanik, Cimarga, Kabupaten Lebak, Banten",6,36.02.11
57595,36.02.11.2016,Sangiangjaya,"Sangiangjaya, Cimarga, Kabupaten Lebak, Banten",6,36.02.11
57596,36.02.11.2017,Mekarmulya,"Mekarmulya, Cimarga, Kabupaten Lebak, Banten",6,36.02.11
57597,36.02.12.2001,Maraya,"Maraya, Sajira, Kabupaten Lebak, Banten",6,36.02.12
57598,36.02.12.2002,Sajira,"Sajira, Sajira, Kabupaten Lebak, Banten",6,36.02.12
57599,36.02.12.2003,Sukarame,"Sukarame, Sajira, Kabupaten Lebak, Banten",6,36.02.12
57600,36.02.12.2004,Calungbungur,"Calungbungur, Sajira, Kabupaten Lebak, Banten",6,36.02.12
57601,36.02.12.2005,Parungsari,"Parungsari, Sajira, Kabupaten Lebak, Banten",6,36.02.12
57602,36.02.12.2006,Sindangsari,"Sindangsari, Sajira, Kabupaten Lebak, Banten",6,36.02.12
57603,36.02.12.2007,Mekarsari,"Mekarsari, Sajira, Kabupaten Lebak, Banten",6,36.02.12
57604,36.02.12.2008,Sukamarga,"Sukamarga, Sajira, Kabupaten Lebak, Banten",6,36.02.12
57605,36.02.12.2009,Pajagan,"Pajagan, Sajira, Kabupaten Lebak, Banten",6,36.02.12
57606,36.02.12.2010,Sukajaya,"Sukajaya, Sajira, Kabupaten Lebak, Banten",6,36.02.12
57607,36.02.12.2011,"Sajira Mekar","Sajira Mekar, Sajira, Kabupaten Lebak, Banten",6,36.02.12
57608,36.02.12.2012,Paja,"Paja, Sajira, Kabupaten Lebak, Banten",6,36.02.12
57609,36.02.12.2013,Margaluyu,"Margaluyu, Sajira, Kabupaten Lebak, Banten",6,36.02.12
57610,36.02.12.2014,Bungurmekar,"Bungurmekar, Sajira, Kabupaten Lebak, Banten",6,36.02.12
57611,36.02.12.2015,Ciuyah,"Ciuyah, Sajira, Kabupaten Lebak, Banten",6,36.02.12
57612,36.02.13.2005,Tanjungsari,"Tanjungsari, Maja, Kabupaten Lebak, Banten",6,36.02.13
57613,36.02.13.2006,Maja,"Maja, Maja, Kabupaten Lebak, Banten",6,36.02.13
57614,36.02.13.2007,Sangiang,"Sangiang, Maja, Kabupaten Lebak, Banten",6,36.02.13
57615,36.02.13.2008,Binong,"Binong, Maja, Kabupaten Lebak, Banten",6,36.02.13
57616,36.02.13.2009,"Gubugan Cibeureum","Gubugan Cibeureum, Maja, Kabupaten Lebak, Banten",6,36.02.13
57617,36.02.13.2011,Mekarsari,"Mekarsari, Maja, Kabupaten Lebak, Banten",6,36.02.13
57618,36.02.13.2012,Padasuka,"Padasuka, Maja, Kabupaten Lebak, Banten",6,36.02.13
57619,36.02.13.2015,Curugbadak,"Curugbadak, Maja, Kabupaten Lebak, Banten",6,36.02.13
57620,36.02.13.2016,Sindangmulya,"Sindangmulya, Maja, Kabupaten Lebak, Banten",6,36.02.13
57621,36.02.13.2018,Cilangkap,"Cilangkap, Maja, Kabupaten Lebak, Banten",6,36.02.13
57622,36.02.13.2020,Pasirkembang,"Pasirkembang, Maja, Kabupaten Lebak, Banten",6,36.02.13
57623,36.02.13.2021,Pasirkecapi,"Pasirkecapi, Maja, Kabupaten Lebak, Banten",6,36.02.13
57624,36.02.13.2022,"Buyut Mekar","Buyut Mekar, Maja, Kabupaten Lebak, Banten",6,36.02.13
57625,36.02.13.2023,"Maja Baru","Maja Baru, Maja, Kabupaten Lebak, Banten",6,36.02.13
57626,36.02.14.1002,"Rangkasbitung Barat","Rangkasbitung Barat, Rangkasbitung, Kabupaten Lebak, Banten",5,36.02.14
57627,36.02.14.1006,"Cijoro Lebak","Cijoro Lebak, Rangkasbitung, Kabupaten Lebak, Banten",5,36.02.14
57628,36.02.14.1007,"Muara Ciujung Barat","Muara Ciujung Barat, Rangkasbitung, Kabupaten Lebak, Banten",5,36.02.14
57629,36.02.14.1008,"Cijoro Pasir","Cijoro Pasir, Rangkasbitung, Kabupaten Lebak, Banten",5,36.02.14
57630,36.02.14.1012,"Muara Ciujung Timur","Muara Ciujung Timur, Rangkasbitung, Kabupaten Lebak, Banten",5,36.02.14
57631,36.02.14.2001,Pasirtanjung,"Pasirtanjung, Rangkasbitung, Kabupaten Lebak, Banten",6,36.02.14
57632,36.02.14.2009,Citeras,"Citeras, Rangkasbitung, Kabupaten Lebak, Banten",6,36.02.14
57633,36.02.14.2010,Nameng,"Nameng, Rangkasbitung, Kabupaten Lebak, Banten",6,36.02.14
57634,36.02.14.2011,"Kolelet Wetan","Kolelet Wetan, Rangkasbitung, Kabupaten Lebak, Banten",6,36.02.14
57635,36.02.14.2013,Jatimulya,"Jatimulya, Rangkasbitung, Kabupaten Lebak, Banten",6,36.02.14
57636,36.02.14.2014,Mekarsari,"Mekarsari, Rangkasbitung, Kabupaten Lebak, Banten",6,36.02.14
57637,36.02.14.2016,Pabuaran,"Pabuaran, Rangkasbitung, Kabupaten Lebak, Banten",6,36.02.14
57638,36.02.14.2017,"Rangkasbitung Timur","Rangkasbitung Timur, Rangkasbitung, Kabupaten Lebak, Banten",6,36.02.14
57639,36.02.14.2019,Sukamanah,"Sukamanah, Rangkasbitung, Kabupaten Lebak, Banten",6,36.02.14
57640,36.02.14.2021,Cimangeunteung,"Cimangeunteung, Rangkasbitung, Kabupaten Lebak, Banten",6,36.02.14
57641,36.02.14.2023,"Narimbang Mulia","Narimbang Mulia, Rangkasbitung, Kabupaten Lebak, Banten",6,36.02.14
57642,36.02.15.2001,Sukarendah,"Sukarendah, Warunggunung, Kabupaten Lebak, Banten",6,36.02.15
57643,36.02.15.2002,Warunggunung,"Warunggunung, Warunggunung, Kabupaten Lebak, Banten",6,36.02.15
57644,36.02.15.2003,Cibuah,"Cibuah, Warunggunung, Kabupaten Lebak, Banten",6,36.02.15
57645,36.02.15.2004,"Pasir Tangkil","Pasir Tangkil, Warunggunung, Kabupaten Lebak, Banten",6,36.02.15
57646,36.02.15.2005,Baros,"Baros, Warunggunung, Kabupaten Lebak, Banten",6,36.02.15
57647,36.02.15.2006,Banjarsari,"Banjarsari, Warunggunung, Kabupaten Lebak, Banten",6,36.02.15
57648,36.02.15.2007,Padasuka,"Padasuka, Warunggunung, Kabupaten Lebak, Banten",6,36.02.15
57649,36.02.15.2008,Sukaraja,"Sukaraja, Warunggunung, Kabupaten Lebak, Banten",6,36.02.15
57650,36.02.15.2009,Jagabaya,"Jagabaya, Warunggunung, Kabupaten Lebak, Banten",6,36.02.15
57651,36.02.15.2010,Selaraja,"Selaraja, Warunggunung, Kabupaten Lebak, Banten",6,36.02.15
57652,36.02.15.2011,Cempaka,"Cempaka, Warunggunung, Kabupaten Lebak, Banten",6,36.02.15
57653,36.02.15.2012,Sindangsari,"Sindangsari, Warunggunung, Kabupaten Lebak, Banten",6,36.02.15
57654,36.02.16.2004,Mekarjaya,"Mekarjaya, Cijaku, Kabupaten Lebak, Banten",6,36.02.16
57655,36.02.16.2006,Cipalabuh,"Cipalabuh, Cijaku, Kabupaten Lebak, Banten",6,36.02.16
57656,36.02.16.2007,Cijaku,"Cijaku, Cijaku, Kabupaten Lebak, Banten",6,36.02.16
57657,36.02.16.2008,Cibeureum,"Cibeureum, Cijaku, Kabupaten Lebak, Banten",6,36.02.16
57658,36.02.16.2012,Ciapus,"Ciapus, Cijaku, Kabupaten Lebak, Banten",6,36.02.16
57659,36.02.16.2013,Kandangsapi,"Kandangsapi, Cijaku, Kabupaten Lebak, Banten",6,36.02.16
57660,36.02.16.2014,Cihujan,"Cihujan, Cijaku, Kabupaten Lebak, Banten",6,36.02.16
57661,36.02.16.2015,Cimenga,"Cimenga, Cijaku, Kabupaten Lebak, Banten",6,36.02.16
57662,36.02.16.2016,Kapunduhan,"Kapunduhan, Cijaku, Kabupaten Lebak, Banten",6,36.02.16
57663,36.02.16.2017,Sukasenang,"Sukasenang, Cijaku, Kabupaten Lebak, Banten",6,36.02.16
57664,36.02.17.2001,Anggalan,"Anggalan, Cikulur, Kabupaten Lebak, Banten",6,36.02.17
57665,36.02.17.2002,Muncangkopong,"Muncangkopong, Cikulur, Kabupaten Lebak, Banten",6,36.02.17
57666,36.02.17.2003,Sukaharja,"Sukaharja, Cikulur, Kabupaten Lebak, Banten",6,36.02.17
57667,36.02.17.2004,Tamanjaya,"Tamanjaya, Cikulur, Kabupaten Lebak, Banten",6,36.02.17
57668,36.02.17.2005,"Cigoong Utara","Cigoong Utara, Cikulur, Kabupaten Lebak, Banten",6,36.02.17
57669,36.02.17.2006,Muaradua,"Muaradua, Cikulur, Kabupaten Lebak, Banten",6,36.02.17
57670,36.02.17.2007,Cikulur,"Cikulur, Cikulur, Kabupaten Lebak, Banten",6,36.02.17
57671,36.02.17.2008,Curugpanjang,"Curugpanjang, Cikulur, Kabupaten Lebak, Banten",6,36.02.17
57672,36.02.17.2009,"Cigoong Selatan","Cigoong Selatan, Cikulur, Kabupaten Lebak, Banten",6,36.02.17
57673,36.02.17.2010,Sumurbandung,"Sumurbandung, Cikulur, Kabupaten Lebak, Banten",6,36.02.17
57674,36.02.17.2011,Parage,"Parage, Cikulur, Kabupaten Lebak, Banten",6,36.02.17
57675,36.02.17.2012,Sukadaya,"Sukadaya, Cikulur, Kabupaten Lebak, Banten",6,36.02.17
57676,36.02.17.2013,Pasirgintung,"Pasirgintung, Cikulur, Kabupaten Lebak, Banten",6,36.02.17
57677,36.02.18.2001,Tambakbaya,"Tambakbaya, Cibadak, Kabupaten Lebak, Banten",6,36.02.18
57678,36.02.18.2002,"Kaduagung Timur","Kaduagung Timur, Cibadak, Kabupaten Lebak, Banten",6,36.02.18
57679,36.02.18.2003,Panancangan,"Panancangan, Cibadak, Kabupaten Lebak, Banten",6,36.02.18
57680,36.02.18.2004,Cibadak,"Cibadak, Cibadak, Kabupaten Lebak, Banten",6,36.02.18
